縣市2,提供家具_衣櫃？,有產權登記？,所在樓層,鄉鎮市區,縣市,需要管理費？,距頂樓層數,刊登者類型,提供家具_天然瓦斯？,陽台數,最大出租所費天數,建物樓高,客廳數,房數,房數2,管理費2,衛浴數,月管理費,坪數
2,1,0,0,1602,16,1,4,2,0,2,2,4,2,4,3,1,4,700,56.0
3,1,1,14,1407,14,0,7,2,1,1,3,21,2,2,1,1,1,0,39.65
2,0,1,7,1102,11,0,12,2,0,1,27,19,2,3,2,1,2,0,45.5
2,0,0,11,1616,16,1,13,2,1,2,3,24,2,3,2,2,1,2000,47.0
3,1,1,13,1309,13,0,2,2,1,2,21,15,2,2,1,1,4,0,23.0
2,1,1,15,1603,16,0,0,2,1,2,22,15,2,3,2,1,2,0,42.0
2,1,0,13,1602,16,1,9,2,1,1,9,22,1,1,1,2,1,2000,21.0
3,1,1,4,1815,18,1,11,2,1,1,9,15,2,2,1,2,1,2372,31.76
2,1,1,8,1603,16,1,4,2,1,1,19,12,2,2,1,2,1,2500,23.0
2,1,1,8,1117,11,1,19,2,1,1,11,27,2,2,1,2,2,1959,33.18
2,1,1,1,1113,11,1,7,0,1,2,19,8,3,4,3,2,2,1700,49.64
2,0,1,1,1628,16,0,3,0,0,4,9,4,3,5,3,1,4,0,60.0
3,1,1,4,2116,21,1,3,2,0,1,8,7,1,1,1,1,1,1500,15.0
2,1,1,11,1602,16,0,3,2,1,2,6,14,2,2,1,1,2,0,43.0
3,1,1,5,1407,14,1,8,2,1,1,31,13,2,3,2,2,2,1600,31.0
3,1,1,3,1201,12,1,2,2,1,0,2,5,2,2,1,2,1,2000,16.1
3,0,0,0,1407,14,0,3,2,0,0,22,3,2,4,3,1,2,0,48.8
2,0,1,9,1105,11,0,7,2,1,2,14,16,2,4,3,1,2,0,38.31
3,1,1,9,1306,13,0,2,0,1,2,14,11,2,2,1,1,1,0,17.0
2,1,1,18,1625,16,1,4,2,0,1,4,22,1,1,1,2,1,2500,22.0
2,1,0,14,1625,16,1,21,2,1,1,4,35,2,4,3,3,3,6000,80.0
3,1,0,18,1401,14,1,0,2,1,1,15,18,2,2,1,2,1,2000,26.0
2,1,0,11,1600,16,1,0,2,1,2,3,11,2,2,1,2,1,2000,18.0
1,0,1,12,1705,17,1,4,2,1,1,7,16,2,4,3,3,2,6686,66.9
3,0,1,1,1412,14,1,6,2,0,2,14,7,1,2,1,2,1,2000,28.0
2,1,1,4,1602,16,1,11,0,1,2,21,15,2,3,2,2,2,2718,30.0
2,1,1,10,1602,16,1,5,2,1,2,8,15,2,3,2,2,2,3470,34.0
2,0,1,6,1100,11,0,6,2,1,2,16,12,2,3,2,1,2,0,45.5
3,1,1,5,1813,18,0,0,2,1,3,8,5,2,4,3,1,2,0,32.0
3,0,1,5,1407,14,1,8,2,1,1,23,13,2,3,2,2,2,1920,25.81
2,1,0,6,1600,16,1,19,1,0,1,17,25,2,3,2,1,2,1000,35.24
2,1,1,4,1613,16,0,11,2,1,2,27,15,2,3,2,1,2,0,30.0
2,0,0,13,1111,11,0,10,2,1,1,20,23,2,2,1,1,1,0,18.0
2,1,1,5,1601,16,1,2,2,0,3,2,7,1,2,1,2,1,2000,38.0
3,0,1,0,1200,12,0,4,2,0,6,2,4,2,3,2,1,5,0,80.0
3,1,1,10,1407,14,0,3,2,1,1,25,13,2,2,1,1,1,0,38.75
3,0,1,3,1407,14,1,8,2,1,1,18,11,2,3,2,1,2,825,37.0
1,1,1,4,1703,17,1,1,2,1,1,2,5,2,2,1,2,1,4000,38.19
3,1,1,12,1407,14,1,1,2,1,1,15,13,1,2,1,2,1,2000,32.53
1,1,1,3,1703,17,1,11,2,1,2,30,14,2,3,2,3,3,11165,79.0
2,1,0,1,1611,16,0,2,0,1,3,21,3,2,3,2,1,2,0,52.0
2,0,1,0,1616,16,0,4,2,1,4,5,4,2,4,3,1,3,0,80.0
1,1,0,6,1700,17,0,4,2,0,2,7,10,1,1,1,1,1,0,27.81
2,1,1,0,1602,16,0,4,2,1,2,20,4,2,3,2,1,2,0,62.73
2,1,1,0,1618,16,0,4,2,1,2,7,4,3,3,2,1,3,0,50.78
3,1,1,17,1407,14,0,0,2,1,0,11,17,2,3,2,1,2,0,34.04
1,1,1,6,1707,17,1,12,2,0,2,30,18,2,3,2,2,2,3573,35.73
2,0,1,7,1624,16,1,7,2,1,2,10,14,2,3,2,2,2,2000,30.1
3,1,1,0,2111,21,0,4,0,1,3,8,4,1,5,3,1,3,0,80.0
3,1,0,15,1201,12,0,9,2,1,1,2,24,2,2,1,1,1,0,25.0
2,1,0,4,1613,16,1,11,2,1,2,3,15,2,3,2,2,2,4000,36.0
1,1,1,4,1704,17,1,8,2,1,1,4,12,2,3,2,2,1,3024,27.79
1,1,1,11,1700,17,1,3,2,1,2,28,14,2,3,2,3,3,8800,74.69
2,1,1,8,1113,11,0,6,2,1,1,3,14,2,3,2,1,2,0,26.0
3,1,1,6,2116,21,1,9,2,1,1,26,15,2,3,2,2,2,2000,39.0
3,0,1,6,1407,14,0,9,2,1,2,4,15,2,3,2,1,2,0,29.9
2,0,0,8,1104,11,1,2,2,1,1,2,10,2,2,1,1,2,1000,30.7
2,0,1,3,1602,16,1,12,2,1,2,3,15,2,4,3,2,2,2000,77.0
2,1,1,10,1604,16,1,4,2,1,2,13,14,2,3,2,2,2,2498,35.0
3,0,1,13,1305,13,1,2,2,1,1,21,15,2,2,1,2,1,2000,20.0
3,1,1,22,2504,25,1,6,2,0,1,30,28,1,2,1,2,1,2008,30.59
2,1,1,9,1117,11,0,11,2,1,1,19,20,2,3,2,1,2,0,38.93
2,1,1,6,1604,16,1,8,2,1,3,31,14,2,3,2,2,2,3400,50.0
2,0,1,1,1118,11,0,3,2,0,1,2,4,2,3,2,1,1,0,17.56
2,1,0,19,1625,16,1,4,2,0,1,7,23,1,2,1,2,1,2000,25.0
2,1,1,3,1626,16,0,12,2,1,2,5,15,2,3,2,1,2,0,30.0
2,0,1,12,1616,16,0,3,2,1,2,9,15,2,3,2,1,2,0,25.0
2,1,1,14,1625,16,0,21,2,1,2,8,35,2,4,3,1,3,0,90.0
2,1,1,8,1102,11,0,6,2,1,2,4,14,2,3,2,1,2,0,39.11
1,1,1,6,1700,17,1,8,2,1,0,3,14,1,2,1,2,1,1600,26.78
3,1,1,10,1815,18,1,16,2,0,3,5,26,2,3,2,2,2,1505,36.37
1,1,1,13,1702,17,1,1,2,1,1,8,14,2,4,3,3,2,14823,89.0
2,0,1,7,1621,16,0,17,2,0,2,11,24,2,2,1,1,1,0,21.8
2,0,1,11,1124,11,1,13,2,1,2,7,24,2,4,3,3,3,5300,79.47
3,1,1,5,1803,18,0,0,2,1,1,16,5,2,3,2,1,2,0,23.92
2,1,1,4,1611,16,1,10,2,1,1,3,14,2,2,1,2,1,2000,22.0
1,1,1,6,1703,17,0,6,2,1,2,28,12,2,3,2,1,3,0,80.0
3,1,1,6,1407,14,1,0,2,1,0,18,6,2,5,3,2,2,3200,50.0
2,0,0,4,1602,16,1,11,2,1,2,9,15,2,3,2,2,2,3000,33.0
2,0,0,11,1604,16,1,3,2,1,1,3,14,2,2,1,1,1,1500,25.0
2,0,1,13,1111,11,1,7,2,1,2,5,20,1,2,1,2,1,2600,26.0
2,0,1,3,1602,16,0,10,2,1,2,8,13,2,2,1,1,1,0,32.0
1,1,0,9,1705,17,1,5,0,1,2,2,14,2,2,1,1,1,300,25.0
2,1,1,5,1103,11,1,7,2,1,1,17,12,2,3,2,1,2,1000,33.26
3,1,0,5,1201,12,1,8,2,1,2,3,13,2,4,3,2,2,2100,32.0
3,1,1,17,1400,14,0,0,2,1,1,20,17,1,1,1,1,1,0,18.0
2,0,1,14,1625,16,1,1,2,1,2,4,15,2,4,3,2,2,2000,30.54
3,0,1,4,1813,18,0,1,0,0,1,15,5,2,3,2,1,2,0,31.42
3,1,1,8,1400,14,1,7,2,1,2,27,15,2,2,1,2,1,2000,19.72
1,1,1,6,1700,17,1,8,2,1,2,17,14,2,3,2,2,2,4361,58.7
3,1,1,5,2520,25,0,10,0,1,0,10,15,1,2,1,1,1,0,19.0
2,0,1,21,1604,16,1,3,2,1,1,30,24,2,2,1,2,1,2100,23.0
2,0,1,6,1602,16,0,9,2,1,1,30,15,2,2,1,1,1,0,28.0
3,1,1,6,1400,14,0,9,2,0,2,23,15,2,3,2,1,2,0,48.99
3,1,1,3,1309,13,1,6,2,1,1,20,9,2,2,1,2,2,1597,28.0
2,0,1,5,1625,16,1,2,2,1,1,2,7,2,3,2,2,2,3000,36.0
3,0,1,1,1409,14,0,8,2,1,2,10,9,2,3,2,1,2,0,29.7
2,1,1,3,1603,16,1,9,2,0,0,8,12,1,2,1,1,1,1000,23.0
2,1,1,7,1102,11,1,7,1,1,1,5,14,2,4,3,2,2,3900,36.0
3,1,1,0,1302,13,0,1,2,1,0,12,1,0,1,1,1,1,0,15.0
2,1,0,15,1602,16,1,0,2,1,2,11,15,2,3,2,2,2,2500,38.0
2,0,1,6,1112,11,1,22,2,1,2,26,28,2,3,2,2,2,3561,43.77
2,1,1,13,1613,16,0,2,2,1,2,18,15,2,2,1,1,1,0,20.0
2,1,1,5,1616,16,0,7,0,0,2,31,12,1,4,3,1,2,0,60.0
2,1,1,2,1110,11,0,5,1,1,1,6,7,1,1,1,1,1,0,17.0
3,1,0,3,1407,14,0,12,2,0,2,5,15,2,2,1,1,1,0,20.0
3,1,1,14,2109,21,1,4,2,1,2,13,18,2,3,2,2,2,2100,42.0
2,0,1,10,1128,11,1,2,2,1,1,26,12,2,3,2,2,2,3100,23.4
2,0,0,7,1604,16,1,8,2,1,1,3,15,2,3,2,2,2,3000,33.0
3,1,1,5,1408,14,0,10,2,1,2,6,15,2,3,2,1,2,0,37.59
3,0,1,7,1813,18,0,8,2,0,0,3,15,1,2,1,1,1,0,14.84
2,1,0,6,1625,16,1,9,1,0,1,10,15,1,2,1,2,2,3000,20.0
2,0,1,6,1117,11,1,21,2,1,0,3,27,2,3,2,2,2,1950,36.0
1,1,1,6,1700,17,1,1,2,0,1,29,7,2,2,1,2,1,4268,19.97
3,1,1,10,1201,12,1,18,2,1,1,27,28,2,3,2,2,2,2833,40.0
2,0,0,10,1625,16,1,4,2,1,1,20,14,2,2,1,2,1,2650,30.0
3,1,1,12,1402,14,0,10,2,1,1,24,22,2,2,1,1,1,0,33.6
3,1,1,9,1412,14,1,3,2,1,1,8,12,2,3,2,2,2,2000,33.16
3,0,0,8,1407,14,0,15,2,0,1,8,23,1,1,1,1,1,0,13.0
2,1,1,4,1604,16,0,9,2,1,1,23,13,2,2,1,1,2,0,30.0
2,1,1,7,1616,16,1,0,2,1,2,7,7,2,3,2,1,2,1000,27.0
2,1,1,7,1601,16,0,15,2,1,2,25,22,2,2,1,1,1,0,20.0
3,1,1,5,1309,13,1,13,2,1,2,11,18,2,3,2,2,2,2700,28.0
3,1,0,5,1815,18,0,9,0,1,2,5,14,2,3,2,1,1,0,27.84
3,1,1,15,2521,25,1,0,2,1,2,30,15,2,3,2,2,2,2520,37.71
1,0,1,2,1700,17,0,4,1,1,1,24,6,1,2,1,1,2,0,37.48
2,0,0,1,1617,16,0,3,1,0,0,4,4,1,1,1,1,1,0,25.0
2,0,1,4,1128,11,0,8,2,1,1,9,12,1,3,2,1,2,0,36.7
2,1,0,3,1612,16,1,16,2,1,2,12,19,2,3,2,2,2,3000,52.0
3,1,1,7,1409,14,0,5,2,1,2,4,12,2,4,3,1,3,0,52.0
2,0,1,9,1117,11,0,9,2,0,1,22,18,2,3,2,1,2,0,28.84
3,1,1,17,1806,18,0,2,2,1,2,9,19,2,3,2,1,3,0,35.0
3,1,1,11,1408,14,0,4,2,1,2,28,15,2,2,1,1,1,0,16.78
2,0,1,15,1625,16,1,7,2,0,1,5,22,1,1,1,2,1,2668,15.0
2,1,1,4,1111,11,0,1,1,0,1,7,5,1,2,1,1,1,0,27.09
1,1,1,16,1701,17,1,7,2,1,1,14,23,2,3,2,3,2,5500,56.08
2,1,0,12,1602,16,0,3,2,1,1,17,15,1,2,1,1,1,0,16.0
3,1,1,3,1813,18,0,12,2,1,0,10,15,2,3,2,1,2,0,24.0
3,1,1,15,1309,13,1,5,2,1,2,18,20,2,3,2,2,2,4000,40.0
2,0,1,2,1625,16,0,10,2,0,1,12,12,2,2,1,1,2,0,19.0
3,1,1,6,1806,18,0,1,0,1,1,25,7,1,2,1,1,1,0,15.11
2,1,0,7,1601,16,1,8,2,1,1,10,15,1,1,1,2,1,2500,18.0
2,1,0,11,1625,16,1,4,2,1,2,9,15,2,2,1,2,2,2575,38.0
2,1,1,7,1611,16,0,11,2,1,2,22,18,2,3,2,1,2,0,30.0
3,1,1,15,1201,12,1,9,2,1,2,14,24,2,3,2,2,2,2900,47.0
3,0,1,11,1407,14,0,4,0,1,2,14,15,2,4,3,1,2,0,51.7
2,1,0,6,1625,16,1,1,2,0,1,6,7,1,1,1,1,1,1500,12.0
2,0,1,10,1109,11,1,4,1,1,1,2,14,1,3,2,1,1,1447,18.0
2,0,0,11,1611,16,0,4,2,0,2,3,15,2,3,2,1,2,0,30.0
3,1,0,4,1407,14,1,11,2,1,1,3,15,2,2,1,2,1,2000,18.19
2,0,1,6,1616,16,1,7,2,1,1,6,13,2,3,2,2,2,2000,30.0
3,1,0,2,1407,14,1,12,2,1,2,15,14,2,3,2,2,2,2064,49.0
2,1,1,4,1602,16,1,8,2,1,2,4,12,2,3,2,2,2,1600,35.0
1,1,1,11,1700,17,1,1,2,0,0,16,12,2,2,1,3,2,5571,39.79
2,1,0,15,1601,16,1,7,2,1,1,12,22,1,2,1,2,1,3000,30.0
2,0,1,3,1109,11,1,12,0,1,1,9,15,1,1,1,1,1,1415,15.0
3,0,1,7,1200,12,1,1,2,1,1,18,8,2,2,1,2,2,2000,28.0
3,0,1,8,1407,14,1,1,2,1,2,15,9,2,3,2,1,2,1000,27.31
2,0,1,11,1112,11,0,1,2,1,1,26,12,2,3,2,1,2,0,27.5
3,0,1,0,1011,10,0,5,2,0,3,6,5,2,4,3,1,4,0,61.0
2,1,1,2,1117,11,0,10,2,1,0,29,12,2,3,2,1,2,0,47.2
2,1,1,9,1102,11,1,5,1,1,2,28,14,2,4,3,3,2,6500,73.0
3,1,0,2,1400,14,0,10,2,1,0,7,12,2,3,2,1,1,0,24.0
3,1,0,0,1407,14,1,5,2,1,2,11,5,2,6,3,2,4,3500,100.0
2,0,1,10,1111,11,0,9,2,1,1,20,19,2,4,3,1,2,0,48.48
2,1,1,35,1625,16,0,3,2,1,0,13,38,2,4,3,1,3,0,80.0
2,1,1,6,1625,16,1,9,2,1,1,2,15,2,2,1,2,1,3000,15.0
2,0,1,28,1625,16,1,0,2,0,0,7,28,0,0,1,2,0,4036,62.27
2,0,1,12,1602,16,1,2,2,1,2,18,14,2,3,2,2,2,3500,32.0
2,1,0,8,1602,16,1,4,2,1,3,4,12,2,3,2,2,2,2000,39.0
3,1,1,8,1407,14,0,5,2,1,2,10,13,2,3,2,1,2,0,43.51
2,1,1,12,1604,16,1,12,2,1,1,25,24,1,2,1,2,1,1761,14.0
1,1,1,2,1703,17,0,0,0,1,1,5,2,2,2,1,1,1,0,28.0
2,0,1,9,1604,16,0,4,2,0,1,9,13,2,3,2,1,2,0,27.68
3,1,1,10,1407,14,1,5,0,1,1,24,15,2,2,1,2,1,2242,23.0
1,0,1,3,1707,17,1,12,2,1,1,3,15,1,2,1,2,1,2920,29.0
2,1,0,11,1625,16,0,4,2,1,2,2,15,2,3,2,1,2,0,43.0
3,1,1,6,1407,14,1,4,2,1,2,4,10,2,3,2,2,2,2240,29.0
2,1,1,11,1625,16,1,2,2,1,2,9,13,2,3,2,1,2,1000,45.0
2,0,1,8,1602,16,0,7,2,1,2,2,15,2,3,2,1,2,0,36.0
2,1,1,0,1628,16,0,4,2,1,2,12,4,2,4,3,1,5,0,70.0
2,1,0,8,1602,16,1,7,2,1,2,8,15,2,3,2,2,2,3000,35.0
3,1,1,10,1400,14,0,1,2,0,1,3,11,1,2,1,1,1,0,20.39
1,1,1,4,1702,17,1,7,2,1,1,19,11,1,2,1,2,1,4609,20.04
3,1,0,6,1407,14,0,1,2,1,1,11,7,1,3,2,1,2,0,26.0
2,0,1,1,1102,11,1,6,2,1,1,22,7,2,2,1,1,2,500,43.25
1,1,1,2,1700,17,1,10,2,1,2,10,12,2,3,2,3,2,7530,50.34
3,1,1,4,1402,14,0,9,2,1,2,14,13,2,3,2,1,2,0,48.96
2,1,1,0,1602,16,0,4,2,1,4,18,4,2,5,3,1,6,0,140.0
1,1,1,8,1700,17,1,2,2,0,0,8,10,1,1,1,1,1,1500,14.9
2,1,1,4,1602,16,1,11,2,1,2,6,15,2,2,1,2,2,3000,40.0
1,1,1,3,1700,17,0,12,2,1,2,16,15,2,3,2,1,2,0,56.95
3,1,1,5,1302,13,0,1,1,0,2,13,6,1,3,2,1,2,0,28.0
3,1,1,8,1400,14,0,13,2,1,1,10,21,2,3,2,1,2,0,32.1
3,1,1,6,2500,25,1,8,2,0,2,12,14,1,2,1,2,1,2487,31.7
1,1,1,4,1706,17,1,4,2,1,4,13,8,2,2,1,3,2,6800,32.57
2,0,1,10,1110,11,1,4,2,1,1,7,14,2,2,1,2,1,3700,30.0
2,0,1,3,1602,16,1,11,2,1,2,10,14,2,3,2,2,2,2500,22.0
2,1,1,15,1117,11,1,14,0,1,1,4,29,1,2,1,2,1,1895,27.9
1,1,1,5,1703,17,1,6,2,1,2,7,11,2,3,2,3,2,8800,52.0
2,0,1,19,1110,11,0,2,2,1,2,3,21,2,3,2,1,2,0,42.0
2,0,1,2,1613,16,1,13,2,1,2,8,15,2,4,3,2,2,2000,35.79
2,1,1,13,1602,16,1,5,2,1,2,3,18,2,2,1,2,1,3001,22.0
2,1,1,11,1625,16,1,1,2,1,1,4,12,2,1,1,2,1,2000,25.0
2,1,0,13,1616,16,0,0,1,1,2,17,13,2,3,2,1,2,0,30.0
3,1,1,12,2513,25,1,12,2,1,2,20,24,2,4,3,3,3,5778,85.03
2,1,1,15,1613,16,1,0,2,1,2,19,15,2,3,2,2,2,2138,40.0
2,0,0,12,1621,16,1,1,1,1,1,5,13,2,3,2,2,2,2500,23.0
2,1,1,19,1112,11,1,0,2,1,2,11,19,2,3,2,2,2,1957,28.07
3,1,1,9,1407,14,0,0,2,0,2,9,9,2,3,2,1,2,0,30.9
2,1,1,3,1625,16,1,12,2,1,0,7,15,2,2,1,2,1,2896,20.0
2,0,1,8,1602,16,0,7,2,1,1,15,15,2,3,2,1,2,0,26.0
3,1,1,6,1309,13,1,10,2,0,1,3,16,2,2,1,2,1,2000,20.0
2,0,1,9,1109,11,0,13,2,1,1,9,22,2,3,2,1,2,0,35.19
3,1,1,3,1309,13,0,11,2,0,1,3,14,2,3,2,1,2,0,30.0
3,0,1,9,1309,13,1,6,2,1,3,12,15,2,3,2,2,2,3500,30.0
3,0,1,3,1407,14,1,6,0,1,2,22,9,2,3,2,2,2,3000,35.0
3,1,1,3,1400,14,0,8,2,1,2,25,11,2,3,2,1,2,0,46.3
3,1,0,8,1407,14,0,6,0,1,0,6,14,2,2,1,1,1,0,18.5
3,1,1,9,2116,21,0,5,2,1,1,5,14,2,2,1,1,1,0,25.0
1,1,1,8,1703,17,1,3,2,1,0,30,11,2,2,1,2,2,2909,40.55
3,1,1,9,2109,21,0,5,2,1,1,25,14,2,3,2,1,2,0,26.08
3,1,0,3,1201,12,1,21,2,1,3,5,24,2,4,3,2,2,4000,35.0
1,1,1,2,1702,17,1,13,2,1,2,7,15,2,4,3,2,2,4859,57.1
2,1,0,15,1603,16,0,0,2,1,1,5,15,2,2,1,1,1,0,22.0
3,0,1,0,1310,13,0,4,0,1,3,23,4,2,4,3,1,4,0,80.0
3,1,1,19,1309,13,1,8,2,1,1,3,27,2,2,1,2,1,2000,20.0
3,1,1,4,1200,12,1,3,2,1,1,13,7,2,3,2,2,2,2000,28.0
3,0,1,5,1412,14,0,19,2,1,1,19,24,2,4,3,1,2,0,44.0
1,1,1,17,1702,17,1,10,2,1,0,11,27,2,3,2,3,3,25000,119.93
2,1,0,9,1602,16,1,6,2,1,1,5,15,2,3,2,2,2,3000,50.0
3,1,1,2,1309,13,1,5,2,0,1,9,7,2,2,1,2,1,2100,20.0
2,1,1,7,1604,16,1,3,2,1,1,7,10,1,2,1,1,1,1500,20.0
3,1,1,14,1408,14,1,0,2,1,1,7,14,1,2,1,2,1,2000,25.0
2,1,0,3,1616,16,0,12,2,1,1,8,15,2,2,1,1,1,0,22.0
3,1,1,12,1201,12,1,3,2,1,1,6,15,2,3,2,2,2,3000,32.06
1,0,1,8,1709,17,1,7,2,1,2,14,15,2,3,2,3,2,7263,73.0
1,1,1,11,1711,17,1,3,2,1,1,9,14,2,4,3,2,3,4519,64.55
2,1,0,13,1602,16,1,2,2,1,2,3,15,2,3,2,2,2,3000,43.0
3,0,1,1,2501,25,1,5,2,0,0,2,6,2,2,1,1,2,1000,17.64
1,1,1,0,1704,17,0,3,1,0,1,6,3,1,2,1,1,2,0,50.0
2,1,1,11,1625,16,1,1,2,1,2,3,12,2,3,2,2,2,1875,32.0
3,1,1,6,1407,14,0,4,2,1,1,6,10,2,3,2,1,2,0,47.14
1,0,1,7,1706,17,0,8,2,1,1,6,15,2,3,2,1,2,0,46.48
2,1,1,1,1103,11,0,4,2,1,1,28,5,2,4,3,1,2,0,31.43
2,1,1,15,1621,16,1,5,2,1,1,16,20,1,2,1,2,1,3000,23.0
2,1,1,21,1601,16,1,0,2,1,1,7,21,1,2,1,2,1,1700,16.0
3,1,1,0,1403,14,0,4,1,0,3,23,4,2,5,3,1,4,0,59.0
3,1,1,14,1309,13,1,5,2,1,2,6,19,2,3,2,2,2,4200,40.0
3,1,1,1,1409,14,0,0,0,0,1,8,1,2,2,1,1,1,0,20.0
3,0,1,4,1400,14,0,7,2,1,2,20,11,2,3,2,1,2,0,32.78
3,1,1,8,1309,13,1,6,2,1,1,21,14,1,1,1,2,1,2000,15.0
2,1,0,12,1601,16,1,16,2,1,2,7,28,2,3,2,2,2,2500,40.0
3,1,1,2,1309,13,1,12,2,1,2,20,14,2,2,1,2,1,3000,20.0
3,1,1,2,1309,13,1,19,2,1,1,12,21,2,2,1,2,2,2000,25.0
2,0,1,5,1110,11,0,20,2,1,2,10,25,2,3,2,1,2,0,55.69
2,0,1,3,1102,11,0,9,2,1,1,5,12,2,3,2,1,2,0,25.77
3,1,1,0,1309,13,0,5,2,1,3,7,5,2,4,3,1,3,0,60.0
2,1,1,3,1603,16,1,13,2,1,1,16,16,2,3,2,2,2,2000,40.0
3,0,1,9,1407,14,0,6,2,1,2,14,15,2,3,2,1,2,0,59.53
3,0,1,5,1407,14,0,7,1,1,1,12,12,2,2,1,1,1,0,24.8
3,0,1,6,1407,14,0,10,2,1,2,9,16,2,4,3,1,2,0,50.0
2,1,1,3,1602,16,1,12,2,1,2,3,15,2,3,2,2,2,3000,36.0
2,1,1,6,1625,16,1,20,1,1,1,5,26,1,2,1,2,2,2000,22.0
2,0,1,13,1102,11,1,12,2,1,3,7,25,2,3,2,2,2,2000,30.0
2,0,1,15,1602,16,0,0,2,0,1,10,15,2,2,1,1,1,0,26.06
2,1,1,4,1602,16,1,11,2,1,2,5,15,2,3,2,2,2,4000,36.0
2,0,0,15,1103,11,1,0,0,1,2,4,15,2,2,1,2,1,2368,29.0
2,1,0,12,1604,16,1,2,1,1,3,10,14,3,3,2,2,2,2500,52.6
2,1,1,2,1625,16,1,10,2,1,2,25,12,2,3,2,1,2,500,42.1
3,1,1,2,1309,13,1,17,2,1,2,4,19,2,4,3,2,2,3000,35.0
3,1,1,14,1407,14,0,1,2,1,1,15,15,2,2,1,1,1,0,24.52
2,1,1,10,1602,16,1,1,2,1,2,18,11,2,2,1,2,1,3000,28.0
2,1,0,10,1604,16,1,5,2,1,2,4,15,1,3,2,2,2,3557,22.0
2,1,1,9,1601,16,1,2,2,1,2,12,11,2,3,2,2,2,2000,25.0
3,1,1,8,1400,14,0,7,2,1,1,21,15,2,2,1,1,1,0,28.44
2,1,0,16,1601,16,1,1,2,0,1,2,17,1,1,1,1,1,1000,13.0
3,1,1,5,1402,14,0,3,2,1,2,9,8,2,3,2,1,2,0,58.99
2,1,1,2,1602,16,0,1,1,1,2,13,3,2,3,2,1,1,0,30.0
1,0,1,14,1707,17,1,10,2,0,3,3,24,2,3,2,2,2,4949,37.04
3,1,1,17,1309,13,1,7,2,1,2,13,24,2,3,2,2,2,3000,27.5
3,0,1,21,1407,14,0,0,2,1,0,14,21,1,2,1,1,1,0,21.18
3,1,0,3,2109,21,0,2,2,0,2,4,5,2,2,1,1,3,0,20.0
2,1,0,7,1616,16,1,3,2,0,3,3,10,2,3,2,1,2,1000,32.0
2,1,1,15,1625,16,0,7,2,1,1,5,22,2,3,2,1,2,0,33.0
3,1,1,5,1412,14,1,9,2,1,1,19,14,2,2,1,2,1,2100,19.49
2,1,1,4,1602,16,1,2,2,0,1,3,6,2,2,1,1,1,1000,23.0
2,0,0,2,1602,16,0,7,2,1,1,3,9,2,3,2,1,2,0,32.0
2,0,1,6,1602,16,1,10,2,1,1,19,16,1,2,1,2,1,2000,25.0
2,1,1,4,1625,16,1,11,2,0,1,4,15,1,1,1,1,1,1500,15.0
1,1,1,4,1708,17,0,4,1,1,2,10,8,2,3,2,1,2,0,40.0
2,1,1,9,1604,16,0,15,2,0,1,6,24,0,2,1,1,1,0,15.0
2,0,1,0,1616,16,0,4,2,0,0,7,4,2,5,3,1,3,0,54.8
3,0,1,16,1309,13,1,12,2,1,1,16,28,2,3,2,2,2,2500,30.0
3,1,1,3,1407,14,0,6,2,1,1,30,9,2,3,2,1,2,0,33.07
2,1,1,14,1619,16,0,1,1,1,2,14,15,2,4,3,1,2,0,44.0
3,1,1,14,2537,25,0,0,2,1,1,15,14,2,3,2,1,2,0,20.5
3,1,1,1,2508,25,0,3,0,0,1,7,4,0,6,3,1,3,0,50.0
3,0,1,4,1201,12,0,3,2,1,2,4,7,2,3,2,1,2,0,36.0
2,1,1,6,1112,11,1,5,2,1,1,16,11,1,1,1,1,1,1110,10.21
3,1,1,4,1400,14,1,8,2,1,1,17,12,1,2,1,2,1,2000,28.66
2,1,0,5,1602,16,1,10,2,1,2,6,15,2,4,3,2,3,4500,40.0
2,1,1,21,1625,16,1,2,2,1,1,11,23,2,2,1,2,1,2500,30.0
2,1,0,10,1601,16,0,2,2,1,2,8,12,2,2,1,1,1,0,30.0
3,1,1,6,1201,12,1,18,2,1,1,2,24,1,2,1,2,1,2000,15.0
3,1,1,11,1407,14,1,10,2,1,1,2,21,2,2,1,2,1,2000,27.0
2,1,1,2,1115,11,1,5,2,0,1,3,7,2,3,2,2,2,2000,35.0
1,0,1,6,1700,17,1,4,2,0,1,6,10,2,3,2,1,2,500,47.03
3,1,1,22,2528,25,1,0,2,0,2,16,22,1,2,1,2,1,2183,32.63
2,0,1,9,1613,16,0,6,2,1,2,30,15,2,3,2,1,2,0,47.0
2,1,0,4,1611,16,1,5,2,1,2,19,9,2,2,1,2,1,2000,25.0
3,0,1,15,1407,14,0,0,2,1,1,25,15,2,2,1,1,2,0,19.25
3,1,1,5,1309,13,1,22,2,1,0,7,27,2,3,2,2,2,4300,35.6
2,0,1,4,1112,11,1,10,2,1,2,8,14,2,4,3,2,2,3600,59.18
2,1,1,10,1103,11,1,5,2,1,1,18,15,1,2,1,2,1,2536,27.26
3,1,1,2,1400,14,0,13,2,1,1,14,15,2,2,1,1,1,0,16.6
1,1,1,4,1700,17,1,8,2,1,1,18,12,1,1,1,1,1,1354,11.27
2,1,1,12,1604,16,0,2,2,1,1,6,14,2,2,1,1,1,0,31.0
